url,titulo,precio,m2_lote,m2_construccion,banos,medio_banos,estacionamientos,recamaras,antiguedad,direccion
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-real-del-bosque/vendo-casa-en-real-del-valle-zapopan-av-federalistas/146775071,Vendo Casa en Real del Valle Zapopan Av Federalistas,"ventaMN 909,700",85²,85²,1,1,1,3,10,"Av Federalistas,  Fraccionamiento Real Del Bosque, Zapopan"
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-jardines-de-chapalita/casa-en-venta-en-fracc-jardines-de-chapalita-zapopan-jal/146197897,"Casa en Venta en Fracc. Jardines de Chapalita, Zapopan, Jal.","ventaMN 7,490,000",262²,248²,3,1,2,4,22,"AV. GUADALUPE 6226,  Fraccionamiento Jardines de Chapalita, Zapopan"
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-real-vallarta/bonita-casa-en-una-exelente-ubicacion-cerca-de-escuelas-parques-y-hospitales/145615618,Bonita Casa en Una Exelente Ubicacion Cerca de Escuelas Parques y Hospitales,"ventaMN 600,000",336²,412²,3,,2,4,10,"Durero Fracc. Real Vallarta Zapopan Jalisco,  Fraccionamiento Real Vallarta, Zapopan"
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-solares/casa-en-venta-en-solares-zapopan-con-excelente-precio/146630654,"Casa en Venta en Solares, Zapopan con Excelente Precio.","ventaMN 14,095,999",219²,350²,4,1,2,4,,"Solares,  Fraccionamiento Solares, Zapopan"
https://www.vivanuncios.com.mx/a-venta-casa/puerta-de-hierro/casa-en-venta-en-puerta-de-hierro-zapopan/145344341,"Casa en Venta en Puerta de Hierro, Zapopan","ventaMN 43,500,000",807²,1050²,5,1,10,5,20,"Sendero de las acacias ,  Puerta de Hierro, Zapopan"
https://www.vivanuncios.com.mx/a-venta-casa/jardines-del-sol/excelente-oportunida-de-adquirir-una-hermosa-propiedad-recuperacion-hipotecaria/146362786,Excelente Oportunida de Adquirir Una Hermosa Propiedad Recuperaciòn Hipotecaria,"ventaMN 540,000",325²,203²,3,1,2,4,18,"TEXCOCO 000,  Jardines Del Sol, Zapopan"
https://www.vivanuncios.com.mx/a-venta-casa/nuevo-mexico/casa-en-venta-en-nuevo-mexico-zapopan/146191605,"Casa en Venta en Nuevo México, Zapopan","ventaMN 2,700,000",90²,128²,2,,2,3,,"Cuarta Poniente ,  Nuevo México, Zapopan"
https://www.vivanuncios.com.mx/a-venta-casa/paraisos-del-colli/casa-en-venta-en-paraisos-del-colli-zapopan-jalisco/145549578,"Casa en Venta en Paraisos del Colli, Zapopan, Jalisco","ventaMN 6,230,500",482²,200²,2,1,4,4,10,"GALEANA 1083, PARAISOS DEL COLLI, ZAPOPAN,  Paraísos Del Colli, Zapopan"
https://www.vivanuncios.com.mx/a-venta-casa/bosques-vallarta/casa-en-venta-parques-vallarta/91373072,"Casa en Venta, Parques Vallarta","ventaMN 8,500,000",215²,241²,3,1,2,3,,"Paseo de la estrella,  Bosques Vallarta, Zapopan"
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-bosques-de-san-gonzalo/casa-en-venta-en-bosques-de-san-gonzalo-zapopan/146552877,Casa en Venta en Bosques de San Gonzalo Zapopan,"ventaMN 2,900,000",90²,127²,2,,2,3,,"Av. Santa Adriana,  Fraccionamiento Bosques de San Gonzalo, Zapopan"
https://www.vivanuncios.com.mx/a-venta-casa/la-calma/-atencion-inversionistas/145992807,¡Atención Inversionistas!,"ventaMN 7,300,000",300²,343²,3,1,1,4,39,"CASIOPEA 4274,  La Calma, Zapopan"
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-valle-imperial/casa-en-venta-en-valle-imperial/144960432,Casa en Venta en Valle Imperial,"ventaMN 5,850,000",150²,250²,3,2,2,4,,"Valle Imperial,  Fraccionamiento Valle Imperial, Zapopan"
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-valle-imperial/casa-en-valle-imperial/145348032,Casa en Valle Imperial,"ventaMN 6,000,000",230²,230²,3,,3,3,,"Valle Imperial,  Fraccionamiento Valle Imperial, Zapopan"
https://www.vivanuncios.com.mx/a-venta-casa/foret/aprovecha-hermosa-casa-a-precio-de-remate-en-foret-residencial-en-zapopan/146049974,Aprovecha! Hermosa Casa a Precio de Remate en Foret Residencial en Zapopan,"ventaMN 1,660,919",100²,90²,2,1,2,3,10,"FORET RESIDENCIAL,  Foret, Zapopan"
