url,titulo,precio,direccion,m2_lote,m2_construccion,banos,medio_banos,estacionamientos,recamaras,antiguedad
https://www.vivanuncios.com.mx/a-venta-casa/independencia/residencia-en-venta-en-monte-tabor-guadalajara/147010752,"Residencia en Venta en Monte Tabor, Guadalajara","ventaMN 9,900,000","Monte Tabor 198,  Independencia, Guadalajara",252²,308²,3,1,3,4,
https://www.vivanuncios.com.mx/a-venta-casa/la-loma/oportunidad-unica-de-casa-en-la-loma/144940328,Oportunidad Unica de Casa en La Loma,"ventaMN 5,000,000","Calzada Revolución 1634,  La Loma, Guadalajara",224²,207²,3,,3,4,55
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-jardines-alcalde/casa-en-jardines-alcalde-4-recamaras-estudio/146297134,"Casa en Jardines Alcalde, 4 Recámaras + Estudio","ventaMN 10,250,000","Fray Junipero Serra,  Fraccionamiento Jardines Alcalde, Guadalajara",306²,393²,4,1,5,5,30
https://www.vivanuncios.com.mx/a-venta-casa/san-antonio/casa-en-venta-calle-medrano/142430309,"Casa en Venta, Calle Medrano","ventaMN 3,600,000","Medrano 2235,  San Antonio, Guadalajara",213²,292²,3,1,1,6,40
https://www.vivanuncios.com.mx/a-venta-casa/providencia/casa-en-venta-en-providencia/145343597,Casa en Venta en Providencia,"ventaMN 8,490,000","Río de Janeiro 2085,  Providencia, Guadalajara",180²,276²,3,1,1,5,30
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-chapultepec-country/casa-en-venta-en-chapultepec-country/146564914,Casa en Venta en Chapultepec Country,"ventaMN 6,000,000","chapultepec country,  Fraccionamiento Chapultepec Country, Guadalajara",323²,198²,3,,2,3,17
https://www.vivanuncios.com.mx/a-venta-casa/ladron-de-guevara/casa-en-venta-en-col-ladron-de-guevara/145508269,Casa en Venta en Col. Ladrón de Guevara,"ventaMN 8,200,000","Fray Luis de Palacio 443. Col. Ladrón de Guevara. Guadalajara Jal.,  Ladrón de Guevara, Guadalajara",94²,215²,3,1,1,3,
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-ladron-de-guevara/casa-en-venta-en-ladron-de-guevara/146148415,Casa en Venta en Ladron de Guevara,"ventaMN 8,600,000","Casa EN Venta EN Ladron DE Guevara,  Fraccionamiento Ladrón de Guevara, Guadalajara",176²,249²,2,2,2,3,
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-italia-providencia/casa-en-venta-en-col-providencia/145040323,Casa en Venta en Col. Providencia,"ventaMN 13,490,000","C. Agustín de la Rosa 774 Col. Italia Providencia, 44656 Guadalajara, Jal.,  Fraccionamiento Italia Providencia, Guadalajara",495²,333²,4,,2,4,59
https://www.vivanuncios.com.mx/a-venta-casa/jardines-de-los-arcos/casa-en-venta-en-colonia-chapalita/146344239,Casa en Venta en Colonia Chapalita,"ventaMN 7,850,000","Calle de San Gabriel 588,  Jardines de los Arcos, Guadalajara",190²,366²,5,1,2,5,38
