url,titulo,precio,direccion,m2_lote,m2_construccion,banos,medio_banos,estacionamientos,recamaras,antiguedad
https://www.vivanuncios.com.mx/a-venta-casa/lomas-de-la-soledad/loma-dorada-tonala-casa-en-venta-en-obra-gris-cerca-de-walmarth-rio-nilo/143101184,Loma Dorada Tonala. Casa en Venta en Obra Gris Cerca de Walmarth Rio Nilo,"ventaMN 2,500,000","AGUA ZAMARIA ,  Lomas de La Soledad, Tonalá",180²,300²,5,1,2,6,
https://www.vivanuncios.com.mx/a-venta-casa/loma-bonita/casa-en-san-sebastian-201-lomas-de-san-miguel-jalisco-ah/147064028,"Casa en San Sebastian 201, Lomas de San Miguel, Jalisco. (Ah)","ventaMN 572,400","San Sebastián 201,  Loma Bonita, Tonalá",90²,90²,1,1,1,2,15
https://www.vivanuncios.com.mx/a-venta-casa/lomas-de-la-soledad/casa-en-venta-en-lomas-de-la-soledad-tonala/145468319,"Casa en Venta en Lomas de La Soledad, Tonala.","ventaMN 2,950,000","Andador Vicente Guerrero 22,  Lomas de La Soledad, Tonalá",106²,163²,2,,1,4,18
https://www.vivanuncios.com.mx/a-venta-casa/coyula/casa-en-venta-en-fraccionamiento-puerta-vieja-tonala/146758142,Casa en Venta en Fraccionamiento Puerta Vieja Tonalá,"ventaMN 1,850,000","puerta de la castilla ,  Coyula, Tonalá",81²,79²,1,1,2,2,7
https://www.vivanuncios.com.mx/a-venta-casa/paseo-puente-viejo/casa-en-venta-en-puente-viejo-tonala/145402998,Casa en Venta en Puente Viejo Tonalá,"ventaMN 630,000","palma sur 117,  Paseo Puente Viejo, Tonalá",60²,60²,1,,1,2,5
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-urbi-quinta-montecarlo/casa-en-venta-en-fraccionamiento-versalles/146634179,Casa en Venta en Fraccionamiento Versalles,"ventaMN 3,280,000","Cerrada Talavera de la Reina 1349,  Fraccionamiento Urbi Quinta Montecarlo, Tonalá",114²,269²,3,1,2,4,5
https://www.vivanuncios.com.mx/a-venta-casa/pueblo-puente-grande/casa-de-campo/145689727,Casa de Campo,"ventaMN 3,300,000","Esperanza no. 30,  Pueblo Puente Grande, Tonalá",582²,256²,1,1,4,3,10
https://www.vivanuncios.com.mx/a-venta-casa/pueblo-puente-grande/en-puente-grande-jalisco-casa-de-campo-en-venta-con-alberca/141612150,En Puente Grande Jalisco Casa de Campo en Venta con Alberca,"ventaMN 8,000,000","PUENTE GRANDE,  Pueblo Puente Grande, Tonalá",3500²,150²,1,,6,3,10
https://www.vivanuncios.com.mx/a-venta-casa/lomas-de-camichin/lomas-del-camichin-vendo-excelente-residencia-a-una-calle-de-av-rio-nilo/143101207,Lomas del Camichin Vendo Excelente Residencia a Una Calle de Av Rio Nilo,"ventaMN 3,400,000","CEDRO ,  Lomas de Camichin , Tonalá",163²,245²,3,,2,,24
https://www.vivanuncios.com.mx/a-venta-casa/pueblo-puente-grande/casa-en-venta-en-puente-grande/142708796,Casa en Venta en Puente Grande,"ventaMN 16,000,000","Parcela 41Z1 P1/1,  Pueblo Puente Grande, Tonalá",6374²,930²,1,1,,3,2024
https://www.vivanuncios.com.mx/a-venta-casa/la-loma/casa-en-venta-en-fraccionamiento-providencia-tonala/146745695,"Casa en Venta en Fraccionamiento Providencia, Tonalá","ventaMN 2,590,000","San Pedro , La Providencia,,  La Loma, Tonalá",140²,126²,2,,1,2,4
https://www.vivanuncios.com.mx/a-venta-casa/pedregal/casa-en-venta-dentro-de-coto-cercana-a-av-tonala/145685376,Casa en Venta Dentro de Coto Cercana a Av Tonalá.,"ventaMN 2,250,000","Vistas del Rey,  Pedregal, Tonalá",90²,120²,2,1,2,3,
https://www.vivanuncios.com.mx/a-venta-casa/loma-dorada-delegacion-a/casa-en-venta-en-loma-dorada-seccion-a-tonala-jalisco/147038442,"Casa en Venta en Loma Dorada Sección A, Tonalá Jalisco","ventaMN 5,040,000","Loma Escondida Norte,  Loma Dorada Delegación a, Tonalá",128²,289²,2,1,1,4,25
https://www.vivanuncios.com.mx/a-venta-casa/pueblito-del-sol/casa-venta-3-habitaciones-140-m-sup2--con-terraza-col-pueblito-del-sol-tonala/145734449,"Casa Venta 3 Habitaciones,140 M²,con Terraza, Col. Pueblito del Sol. Tonala.","ventaMN 2,415,000","MOCTEZUMA 130-403 COLONIA: PUEBLITO DEL SOL. TONALA,  Pueblito Del Sol, Tonalá",140²,90²,1,1,2,3,20
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-loma-dorada/-casa-en-venta-en-tonala-en-loma-dorada-delegacion-c/146026253,"*casa en Venta en Tonala en Loma Dorada, Delegación C*","ventaMN 1,749,000","Loma Joconoxtle 8481,  Fraccionamiento Loma Dorada , Tonalá",70²,70²,1,1,1,2,6
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-urbi-quinta/casa-en-venta-paseos-de-santiago-tonala-jalisco-recuperacion-bancaria/146904581,"Casa en Venta Paseos de Santiago, Tonalá Jalisco Recuperación Bancaria","ventaMN 698,400","Río Papaloapan ,  Fraccionamiento Urbi Quinta, Tonalá",78²,118²,2,,1,3,20
https://www.vivanuncios.com.mx/a-venta-casa/loma-dorada-ejidal/hermosa-casa-en-tonala-centro/143549473,Hermosa Casa en Tonala Centro,"ventaMN 1,980,000","LOMA AHUISCULCO 8383,  Loma Dorada Ejidal, Tonalá",100²,100²,1,1,2,2,8
https://www.vivanuncios.com.mx/a-venta-casa/francisco-villa/-gran-oportunidad-de-inversion-casa-de-290-m-sup2--en-zona-estrategica/146381178,¡Gran Oportunidad de Inversión! Casa de 290 m² en Zona Estratégica!,"ventaMN 2,900,000","Camino a colimilla 727,  Francisco Villa, Tonalá",290²,216²,4,,,5,30
https://www.vivanuncios.com.mx/a-venta-casa/san-gaspar-de-las-flores/casa-en-venta-san-gaspar-tonala/146942102,"Casa en Venta, San Gaspar, Tonala","ventaMN 3,500,000","Calle la Paz 54,  San Gaspar de las Flores, Tonalá",793²,254²,1,1,3,3,34
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-fuentes-del-nilo/-iluminada-casa/145528686,¡Iluminada Casa!,"ventaMN 550,000","FUENTES DEL NILO,  Fraccionamiento Fuentes Del Nilo, Tonalá",110²,60²,1,,1,2,15
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-jardines-de-la-hacienda/venta-de-casa-en-fraccionamiento-jardines-de-la-hacienda-tonala-jalisco/146573366,Venta de Casa en Fraccionamiento Jardines de La Hacienda Tonala Jalisco,"ventaMN 948,800","HDA DE LUS TULIPANES,  Fraccionamiento Jardines de La Hacienda, Tonalá",90²,130²,2,,2,3,10
https://www.vivanuncios.com.mx/a-venta-casa/haciendas-tonala/casa-en-venta-en-hacienda-real-tonala/146539834,"Casa en Venta en Hacienda Real, Tonalá.","ventaMN 1,495,000","Calle Yucatán ( Fraccionamiento Hacienda Real). 42,  Haciendas Tonalá, Tonalá",70²,79²,2,,1,3,12
https://www.vivanuncios.com.mx/a-venta-casa/rancho-o-rancheria-el-vado/casa-en-venta-en-tonala-se-puede-negociar/143772027,Casa en Venta en Tonala (Se Puede Negociar),"ventaMN 5,000,000","Artesanías #,  Rancho o rancheria El Vado, Tonalá",462²,430²,3,2,2,6,8
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-la-providencia/acogedora-casa-en-venta-de-una-planta-en-tonala/145652688,Acogedora Casa en Venta de Una Planta en Tonalá,"ventaMN 1,475,000","San Salvador #,  Fraccionamiento La Providencia, Tonalá",90²,62²,1,,1,4,10
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-la-providencia/casa-en-venta-en-la-providencia/146341478,Casa en Venta en La Providencia,"ventaMN 2,480,000","San Francisco 348,  Fraccionamiento La Providencia, Tonalá",147²,132²,3,,2,4,
https://www.vivanuncios.com.mx/a-venta-casa/unidad-habitacional-rey-xolotl/casa-por-la-central-camionera-nueva/146680777,Casa por La Central Camionera Nueva,"ventaMN 1,950,000","Toltecas  tonala,  Unidad habitacional Rey Xolotl, Tonalá",90²,93²,1,1,2,3,3
https://www.vivanuncios.com.mx/a-venta-casa/lomas-de-la-soledad/venta-de-propiedad-en-tonala-col-infonavit-la-soledad-jal/143099190,"Venta de Propiedad en Tonala, Col. Infonavit La Soledad, Jal.","ventaMN 3,600,000","Coto Santa Rosalía Sur 293,  Lomas de La Soledad, Tonalá",128²,314²,5,,,8,1
