url,titulo,precio,m2_lote,m2_construccion,banos,medio_banos,estacionamientos,recamaras,antiguedad,direccion
https://www.vivanuncios.com.mx/a-venta-casa/adamar/casa-en-venta-en-adamar-coto-monte-alban-929/146686773,Casa en Venta en Adamar - Coto Monte Alban 929,"ventaMN 2,795,000",105²,105²,2,1,2,2,3,"Av. Adamar 929 int 5,  Adamar, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/punto-sur/casa-a-estrenar-en-punto-sur-tlajomulco-de-zuniga/146644655,"Casa a Estrenar en Punto Sur, Tlajomulco de Zuñiga","ventaMN 10,800,000",108²,306²,4,2,2,4,,"Av.Punto Sur, Los Gavilanes,  Punto Sur, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/adamar/casa-en-venta-en-adamar-tlajomulco-de-zuniga/144265272,"Casa en Venta en Adamar, Tlajomulco de Zúñiga","ventaMN 3,700,000",132²,133²,2,1,2,3,6,"Av. Adamar,  Adamar, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/campo-de-golf-santa-anita-condominio/residencia-en-club-de-golf-santa-anita-tlajomulco-de-zuniga/145893691,"Residencia en Club de Golf Santa Anita, Tlajomulco de Zúñiga","ventaMN 25,990,000",1102²,956²,7,2,6,6,8,"Paseo del Prado,  Campo de Golf Santa Anita Condominio, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/fraccionamiento-club-de-golf-santa-anita/casa-en-venta-santa-anita-tlajomulco/30489814,"Casa en Venta, Santa Anita, Tlajomulco","ventaMN 23,000,000",792²,1049²,2,1,10,4,30,"C. Juárez 17A,  Fraccionamiento Club de Golf Santa Anita, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/san-agustin/casa-en-venta-en-paraje-casas-de-autor-tlajomulco-de-zuniga/144118788,"Casa en Venta en ""Paraje Casas de Autor"", Tlajomulco de Zuñiga","ventaMN 6,700,000",144²,197²,4,1,4,4,,"Las Primaveras,  San Agustín, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/bosques-de-santa-anita/casa-en-venta-en-bosques-de-santa-anita-camino-a-las-moras-165/145175010,Casa en Venta en Bosques de Santa Anita - Camino a Las Moras 165,"ventaMN 4,850,000",142²,186²,4,,2,4,,"Camino a las Moras 601,  Bosques de Santa Anita, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/campo-de-golf-santa-anita-condominio/residencia-en-venta-en-club-de-golf-santa-anita-tlajomulco-de-zuniga/147056222,"Residencia en Venta en Club de Golf Santa Anita, Tlajomulco de Zuñiga","ventaMN 41,500,000",763²,1713²,5,1,4,4,40,"Paseo de las Montañas,  Campo de Golf Santa Anita Condominio, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/bosques-de-santa-anita/casa-a-estrenar-en-el-eden-residencial-tlajomulco-de-zuniga/146976798,"Casa a Estrenar en El Edén Residencial, Tlajomulco de Zuñiga","ventaMN 5,200,000",140²,180²,2,2,2,3,,"El Edén Residencial,  Bosques de Santa Anita, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/pontevedra/casa-en-venta-en-residencial-pontevedra-paseo-de-la-lira-37/145534360,Casa en Venta en Residencial Pontevedra - Paseo de La Lira 37,"ventaMN 2,790,000",122²,121²,2,1,2,3,6,"Paseo de la Lira 211,  Pontevedra, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/san-agustin/casa-en-zoi-santa-anita/145409317,Casa en Zoi Santa Anita,"ventaMN 5,459,000",117²,204²,3,1,2,4,,"Casa en Venta en Santa Anita,  San Agustín, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/el-palomar/casa-en-venta-el-palomar-tlajomulco/30177993,"Casa en Venta, El Palomar, Tlajomulco","ventaMN 13,500,000",1050²,690²,4,1,4,3,23,"Paseo del Agua,  El Palomar, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/pueblo-cajititlan/casa-en-venta-en-cajititlan-circuito-metropolitano-vicente-fernandez-111/145563737,Casa en Venta en Cajititlán - Circuito Metropolitano Vicente Fernandez 111,"ventaMN 4,300,000",325²,246²,3,,3,4,2,"Circuito Metropolitano Vicente Fernandez Gomez,  Pueblo Cajititlán, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/punto-sur/casa-en-venta-en-punto-sur-tlajomulco-de-zuniga/146388628,"Casa en Venta en Punto Sur, Tlajomulco de Zuñiga","ventaMN 6,190,000",150²,211²,3,1,2,3,8,"Av. Alameda,  Punto Sur, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/bosques-de-santa-anita/casa-en-albazur/146142481,Casa en Albazur,"ventaMN 3,451,399",102²,116²,2,1,2,3,,"Bosques de Santa Anita, Albazur Residencial,  Bosques de Santa Anita, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/adamar/casa-en-venta-en-adamar-coto-gelatao-40/147010299,Casa en Venta en Adamar - Coto Gelatao 40,"ventaMN 3,295,000",141²,141²,3,,2,4,,"Av. Adamar 872,  Adamar, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/ciudad-tlajomulco-de-zuniga/se-vende-casa-con-locales-comerciales-en-centro-tlajomulco-de-zuniga/144529997,Se Vende Casa con Locales Comerciales en Centro Tlajomulco de Zúñiga,"ventaMN 7,600,000",882²,882²,2,2,3,2,5,"Juárez Centro,  Ciudad Tlajomulco de Zuñiga, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/rinconada-de-los-nogales/terraza-en-venta-camino-a-san-isidro-mazatepec/146970690,"Terraza en Venta, Camino a San Isidro Mazatepec.","ventaMN 14,000,000",2212²,737²,2,2,6,2,15,"Camino a San Isidro 1003,  Rinconada de Los Nogales , Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/arboleda-bosques-de-santa-anita/casa-en-venta-en-bosques-de-santa-anita-arbolada-d74/146274302,Casa en Venta en Bosques de Santa Anita - Arbolada D74,"ventaMN 5,990,000",236²,187²,3,,2,3,,"Av. Arbolada 410 Int D74,  Arboleda Bosques de Santa Anita, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/punto-sur/casa-en-venta-en-punto-sur-tlajomulco-de-zuniga/146697651,"Casa en Venta en Punto Sur, Tlajomulco de Zúñiga","ventaMN 8,200,000",139²,223²,4,,2,4,1,"Punto Sur,  Punto Sur, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/bosque-real-de-santa-anita/casa-en-venta-en-fraccionamiento-bosque-real-santa-anita-n8/147047531,Casa en Venta en Fraccionamiento Bosque Real Santa Anita N8,"ventaMN 3,900,000",142²,80²,2,,2,2,,"Calle Real de Santa Anita n 8,  Bosque Real de Santa Anita, Tlajomulco de Zúñiga"
https://www.vivanuncios.com.mx/a-venta-casa/casa-fuerte/casa-en-venta-en-casa-fuerte-tlajomulco-de-zuniga/145893434,"Casa en Venta en Casa Fuerte, Tlajomulco de Zuñiga","ventaMN 3,390,000",145²,148²,2,1,2,3,12,"Coto La Torre,  Casa Fuerte, Tlajomulco de Zúñiga"
